node_id,type,value,time
108,H,b'66.90',1771242699.199978
108,P,b'29.80',1771242699.201617
1,F,b'68.27',1771242901.478491
1,H,b'35.83',1771242901.553785
1,P,b'29.83',1771242901.555608
106,F,b'71.20',1771243032.416651
106,H,b'36.51',1771243032.451597
106,P,b'29.83',1771243032.453155
102,F,b'69.87',1771243136.593459
102,H,b'34.31',1771243136.627463
102,P,b'29.88',1771243136.628824
88,F,b'48.88',1771243223.59986
88,H,b'35.94',1771243223.63437
88,P,b'29.85',1771243223.636111
108,F,b'32.18',1771243434.729243
108,H,b'66.94',1771243434.766683
108,P,b'29.81',1771243434.768267
1,F,b'68.54',1771243501.483822
1,H,b'35.54',1771243501.52235
1,P,b'29.82',1771243501.523964
106,F,b'71.53',1771243791.066129
106,H,b'36.59',1771243791.101356
106,P,b'29.83',1771243791.102999
102,F,b'70.25',1771243882.730322
102,H,b'36.68',1771243882.770865
102,P,b'29.87',1771243882.772377
88,F,b'48.85',1771243967.985773
88,H,b'35.96',1771243968.022702
88,P,b'29.86',1771243968.024121
1,F,b'68.67',1771244101.489046
1,H,b'36.07',1771244101.534596
1,P,b'29.84',1771244101.536185
108,F,b'32.22',1771244170.249105
108,H,b'66.88',1771244170.320202
108,P,b'29.82',1771244170.321684
106,F,b'71.55',1771244549.676978
106,H,b'36.49',1771244549.720582
106,P,b'29.85',1771244549.72188
102,F,b'70.07',1771244628.779862
102,H,b'36.55',1771244628.818354
102,P,b'29.89',1771244628.81987
1,F,b'68.65',1771244701.496781
1,H,b'36.64',1771244701.533081
1,P,b'29.84',1771244701.534723
88,F,b'50.16',1771244712.929315
88,H,b'36.71',1771244712.964601
88,P,b'29.82',1771244712.966188
108,F,b'32.16',1771244905.740257
108,H,b'66.87',1771244905.775315
108,P,b'29.82',1771244905.777037
1,F,b'68.58',1771245301.51433
1,H,b'36.84',1771245301.55147
1,P,b'29.85',1771245301.553279
106,F,b'71.40',1771245308.265882
106,H,b'36.46',1771245308.320588
106,P,b'29.85',1771245308.322184
102,F,b'69.84',1771245374.708281
102,H,b'34.52',1771245374.741832
102,P,b'29.90',1771245374.743544
88,F,b'52.23',1771245458.459043
88,H,b'36.70',1771245458.497183
88,P,b'29.80',1771245458.498734
108,F,b'32.41',1771245641.289895
108,H,b'66.99',1771245641.323825
108,P,b'29.81',1771245641.325149
1,F,b'68.52',1771245901.51969
1,H,b'36.83',1771245901.595912
1,P,b'29.85',1771245901.597528
106,F,b'71.35',1771246066.864399
106,H,b'36.54',1771246066.938033
106,P,b'29.86',1771246066.939466
102,F,b'69.91',1771246120.709638
102,H,b'34.76',1771246120.743102
102,P,b'29.90',1771246120.744673
88,F,b'54.07',1771246204.639307
88,H,b'36.54',1771246204.677351
88,P,b'29.82',1771246204.678923
108,F,b'32.50',1771246376.899491
108,H,b'66.98',1771246376.934404
108,P,b'29.83',1771246376.935874
1,F,b'68.72',1771246501.52148
1,H,b'36.35',1771246501.558591
1,P,b'29.85',1771246501.560532
106,F,b'71.58',1771246825.48083
106,H,b'36.55',1771246825.516349
106,P,b'29.86',1771246825.517919
102,F,b'70.27',1771246866.867953
102,H,b'33.77',1771246866.90262
102,P,b'29.90',1771246866.903975
88,F,b'55.74',1771246951.199973
88,H,b'36.35',1771246951.234531
88,P,b'29.83',1771246951.2359
1,F,b'68.29',1771247101.534155
1,H,b'36.01',1771247101.62533
1,P,b'29.87',1771247101.626853
108,F,b'32.61',1771247112.620311
108,H,b'67.03',1771247112.654887
108,P,b'29.83',1771247112.656374
106,F,b'71.49',1771247584.042382
106,H,b'36.42',1771247584.116399
106,P,b'29.87',1771247584.118057
102,F,b'69.93',1771247612.873083
102,H,b'32.96',1771247612.91135
102,P,b'29.92',1771247612.912846
88,F,b'57.13',1771247697.862018
88,H,b'36.05',1771247697.902905
88,P,b'29.84',1771247697.904324
1,F,b'68.23',1771247701.545911
1,H,b'36.34',1771247701.585523
1,P,b'29.86',1771247701.587272
108,F,b'32.94',1771247848.417074
108,H,b'67.04',1771247848.472108
108,P,b'29.83',1771247848.473683
1,F,b'68.47',1771248301.552557
1,H,b'36.15',1771248301.593556
1,P,b'29.86',1771248301.595195
106,F,b'71.31',1771248342.581721
106,H,b'36.42',1771248342.621002
106,P,b'29.87',1771248342.622479
102,F,b'69.73',1771248358.756487
102,H,b'33.35',1771248358.795096
102,P,b'29.91',1771248358.796831
88,F,b'56.53',1771248444.261739
88,H,b'35.31',1771248444.299756
88,P,b'29.89',1771248444.301222
108,F,b'33.24',1771248584.263541
108,H,b'66.96',1771248584.300511
108,P,b'29.83',1771248584.302348
1,F,b'68.43',1771248901.562243
1,H,b'35.84',1771248901.60347
1,P,b'29.87',1771248901.604915
106,F,b'71.44',1771249101.228821
106,H,b'36.58',1771249101.263542
106,P,b'29.87',1771249101.265126
102,F,b'70.03',1771249104.72309
102,H,b'37.04',1771249104.755867
102,P,b'29.91',1771249104.757489
88,F,b'55.53',1771249191.843484
88,H,b'35.26',1771249191.884892
88,P,b'29.91',1771249191.886313
108,F,b'33.53',1771249320.350685
108,H,b'66.87',1771249320.412147
108,P,b'29.84',1771249320.413747
1,F,b'68.72',1771249501.570906
1,H,b'36.18',1771249501.608044
1,P,b'29.86',1771249501.610052
102,F,b'70.25',1771249850.80467
102,H,b'38.69',1771249850.841742
102,P,b'29.91',1771249850.843198
106,F,b'71.67',1771249859.850267
106,H,b'36.51',1771249859.884448
106,P,b'29.87',1771249859.886123
88,F,b'54.70',1771249936.244782
88,H,b'35.32',1771249936.278363
88,P,b'29.91',1771249936.27967
108,F,b'33.76',1771250056.375215
108,H,b'66.74',1771250056.410816
108,P,b'29.84',1771250056.412364
1,F,b'68.90',1771250101.576279
1,H,b'36.57',1771250101.616457
1,P,b'29.87',1771250101.618319
102,F,b'70.09',1771250596.896446
102,H,b'38.44',1771250596.931489
102,P,b'29.93',1771250596.933109
106,F,b'71.62',1771250618.50533
106,H,b'36.49',1771250618.59747
106,P,b'29.89',1771250618.598978
88,F,b'54.03',1771250681.991457
88,H,b'35.39',1771250682.025677
88,P,b'29.91',1771250682.02696
1,F,b'68.74',1771250701.583056
1,H,b'36.56',1771250701.618029
1,P,b'29.89',1771250701.619655
108,F,b'33.78',1771250792.366172
108,H,b'66.59',1771250792.408793
108,P,b'29.86',1771250792.409961
1,F,b'68.63',1771251301.596843
1,H,b'37.04',1771251301.673498
1,P,b'29.89',1771251301.675308
102,F,b'69.78',1771251342.886172
102,H,b'37.19',1771251342.919607
102,P,b'29.94',1771251342.920877
106,F,b'71.49',1771251377.087868
106,H,b'36.50',1771251377.123395
106,P,b'29.90',1771251377.124938
88,F,b'53.53',1771251427.6232
88,H,b'35.44',1771251427.661462
88,P,b'29.92',1771251427.662991
108,F,b'34.18',1771251528.382346
108,H,b'66.75',1771251528.452052
108,P,b'29.85',1771251528.453479
1,F,b'68.83',1771251901.600907
1,H,b'37.43',1771251901.63694
1,P,b'29.88',1771251901.638492
102,F,b'69.84',1771252088.954105
102,H,b'36.48',1771252088.989615
102,P,b'29.93',1771252088.991296
106,F,b'71.40',1771252135.780096
106,H,b'36.57',1771252135.897774
106,P,b'29.90',1771252135.899237
88,F,b'53.11',1771252173.197252
88,H,b'35.49',1771252173.231314
88,P,b'29.91',1771252173.233112
108,F,b'34.48',1771252264.450138
108,H,b'66.77',1771252264.493276
108,P,b'29.86',1771252264.494921
1,F,b'68.94',1771252501.615523
1,H,b'37.45',1771252501.723861
1,P,b'29.89',1771252501.725863
102,F,b'70.38',1771252835.076551
102,H,b'36.13',1771252835.111494
102,P,b'29.92',1771252835.112965
106,F,b'71.67',1771252894.472219
106,H,b'36.60',1771252894.505941
106,P,b'29.89',1771252894.507317
88,F,b'52.77',1771252918.706208
88,H,b'35.55',1771252918.740699
88,P,b'29.92',1771252918.741988
108,F,b'34.45',1771253000.464052
108,H,b'66.51',1771253000.508116
108,P,b'29.87',1771253000.50956
1,F,b'68.88',1771253101.619852
1,H,b'37.42',1771253101.66165
1,P,b'29.90',1771253101.663271
102,F,b'70.41',1771253581.217925
102,H,b'36.35',1771253581.261149
102,P,b'29.94',1771253581.262674
106,F,b'71.60',1771253653.178179
106,H,b'36.50',1771253653.254927
106,P,b'29.90',1771253653.256592
88,F,b'52.50',1771253664.169748
88,H,b'35.59',1771253664.210312
88,P,b'29.92',1771253664.21171
1,F,b'68.81',1771253701.627782
1,H,b'37.42',1771253701.662779
1,P,b'29.90',1771253701.664655
108,F,b'34.54',1771253736.433744
108,H,b'66.53',1771253736.470109
108,P,b'29.86',1771253736.471693
1,F,b'68.43',1771254301.636516
1,H,b'37.08',1771254301.672868
1,P,b'29.91',1771254301.674643
102,F,b'70.41',1771254327.298726
102,H,b'34.12',1771254327.333304
102,P,b'29.94',1771254327.334719
88,F,b'52.25',1771254409.597302
88,H,b'35.61',1771254409.63265
88,P,b'29.92',1771254409.634188
106,F,b'71.47',1771254411.881732
106,H,b'36.45',1771254411.916706
106,P,b'29.91',1771254411.918114
108,F,b'34.63',1771254472.455339
108,H,b'66.38',1771254472.489953
108,P,b'29.87',1771254472.491327
1,F,b'68.32',1771254901.648019
1,H,b'37.21',1771254901.737733
1,P,b'29.90',1771254901.739587
102,F,b'70.36',1771255073.377532
102,H,b'34.55',1771255073.411508
102,P,b'29.94',1771255073.413067
88,F,b'52.03',1771255155.025089
88,H,b'35.64',1771255155.112275
88,P,b'29.91',1771255155.114145
106,F,b'71.31',1771255170.328569
106,H,b'36.46',1771255170.362812
106,P,b'29.90',1771255170.364248
108,F,b'34.74',1771255208.397823
108,H,b'66.42',1771255208.430059
108,P,b'29.86',1771255208.431854
1,F,b'68.14',1771255501.713977
1,H,b'37.21',1771255501.795509
1,P,b'29.89',1771255501.797019
102,F,b'70.30',1771255819.455974
102,H,b'35.03',1771255819.494982
102,P,b'29.94',1771255819.49645
88,F,b'51.85',1771255900.389692
88,H,b'35.67',1771255900.441214
88,P,b'29.91',1771255900.442853
106,F,b'71.10',1771255928.734126
106,H,b'36.43',1771255928.767116
106,P,b'29.90',1771255928.768709
108,F,b'34.83',1771255944.417631
108,H,b'66.42',1771255944.451606
108,P,b'29.86',1771255944.453107
1,F,b'68.20',1771256101.724345
1,H,b'37.38',1771256101.762348
1,P,b'29.88',1771256101.764369
102,F,b'70.21',1771256565.4752
102,H,b'33.71',1771256565.507668
102,P,b'29.94',1771256565.508923
88,F,b'51.73',1771256645.746884
88,H,b'35.70',1771256645.780938
88,P,b'29.91',1771256645.782182
108,F,b'34.86',1771256682.000281
108,H,b'66.25',1771256682.108965
108,P,b'29.86',1771256682.110501
106,F,b'70.95',1771256687.294547
106,H,b'36.46',1771256687.329994
106,P,b'29.90',1771256687.331456
1,F,b'68.29',1771256701.733487
1,H,b'36.98',1771256701.802027
1,P,b'29.88',1771256701.803663
1,F,b'68.65',1771257301.740158
1,H,b'36.91',1771257301.775699
1,P,b'29.88',1771257301.778098
102,F,b'70.90',1771257311.756773
102,H,b'37.29',1771257311.791299
102,P,b'29.91',1771257311.792965
88,F,b'51.60',1771257391.104957
88,H,b'35.72',1771257391.143635
88,P,b'29.90',1771257391.145228
108,F,b'35.46',1771257416.962101
108,H,b'66.33',1771257417.005035
108,P,b'29.85',1771257417.006737
106,F,b'71.20',1771257445.979467
106,H,b'36.64',1771257446.022237
106,P,b'29.88',1771257446.0236
1,F,b'68.99',1771257901.747476
1,H,b'36.49',1771257901.782342
1,P,b'29.87',1771257901.784107
102,F,b'71.47',1771258058.081501
102,H,b'37.84',1771258058.136395
102,P,b'29.91',1771258058.137992
88,F,b'51.49',1771258136.429517
88,H,b'35.75',1771258136.466893
88,P,b'29.90',1771258136.468258
108,F,b'36.01',1771258153.488994
108,H,b'65.92',1771258153.522105
108,P,b'29.85',1771258153.523547
106,F,b'71.56',1771258204.68225
106,H,b'36.59',1771258204.781626
106,P,b'29.88',1771258204.783014
1,F,b'69.22',1771258501.756108
1,H,b'36.83',1771258501.790195
1,P,b'29.88',1771258501.792072
102,F,b'71.49',1771258804.327275
102,H,b'39.11',1771258804.361895
102,P,b'29.93',1771258804.363928
88,F,b'51.44',1771258881.747304
88,H,b'35.75',1771258881.784842
88,P,b'29.90',1771258881.786299
108,F,b'36.25',1771258889.932814
108,H,b'66.10',1771258889.968536
108,P,b'29.86',1771258889.97028
106,F,b'71.60',1771258963.499699
106,H,b'36.54',1771258963.532675
106,P,b'29.89',1771258963.534132
1,F,b'69.30',1771259101.764814
1,H,b'37.51',1771259101.800671
1,P,b'29.89',1771259101.802709
102,F,b'71.46',1771259550.568976
102,H,b'39.92',1771259550.60423
102,P,b'29.93',1771259550.60585
108,F,b'36.63',1771259626.501764
108,H,b'65.85',1771259626.537229
108,P,b'29.85',1771259626.538451
1,F,b'69.31',1771259701.779727
1,H,b'37.77',1771259701.882767
1,P,b'29.88',1771259701.884386
106,F,b'71.55',1771259722.242184
106,H,b'36.57',1771259722.275161
106,P,b'29.89',1771259722.276873
102,F,b'71.49',1771260296.825555
102,H,b'38.50',1771260296.863974
102,P,b'29.93',1771260296.865582
1,F,b'69.26',1771260301.850833
1,H,b'37.71',1771260301.886779
1,P,b'29.88',1771260301.888621
108,F,b'37.09',1771260363.142902
108,H,b'65.83',1771260363.178952
108,P,b'29.85',1771260363.180657
88,F,b'51.01',1771260371.982527
88,H,b'35.55',1771260371.984182
88,P,b'29.91',1771260371.985449
106,F,b'71.42',1771260481.039853
106,H,b'36.59',1771260481.073479
106,P,b'29.89',1771260481.075536
1,F,b'69.31',1771260901.796068
1,H,b'39.40',1771260901.873765
1,P,b'29.87',1771260901.875388
102,F,b'71.60',1771261043.102295
102,H,b'34.57',1771261043.254555
102,P,b'29.92',1771261043.256286
108,F,b'37.36',1771261099.931737
108,H,b'65.33',1771261099.966853
108,P,b'29.84',1771261099.968286
88,F,b'50.40',1771261117.131388
88,H,b'35.90',1771261117.166876
88,P,b'29.90',1771261117.168562
106,F,b'71.47',1771261239.861739
106,H,b'36.66',1771261239.899202
106,P,b'29.88',1771261239.900863
1,F,b'69.46',1771261501.801658
1,H,b'40.69',1771261501.836598
1,P,b'29.87',1771261501.838264
102,F,b'71.56',1771261789.32001
102,H,b'34.91',1771261789.35902
102,P,b'29.92',1771261789.360742
108,F,b'37.62',1771261836.821553
108,H,b'65.06',1771261836.855484
108,P,b'29.84',1771261836.856847
88,F,b'52.09',1771261862.671484
88,H,b'36.63',1771261862.705462
88,P,b'29.84',1771261862.707081
106,F,b'71.42',1771261998.682743
106,H,b'36.61',1771261998.71776
106,P,b'29.88',1771261998.719216
1,F,b'69.51',1771262101.823093
1,H,b'41.32',1771262101.857551
1,P,b'29.87',1771262101.859382
102,F,b'71.40',1771262535.566981
102,H,b'34.65',1771262535.602351
102,P,b'29.92',1771262535.603857
108,F,b'37.89',1771262573.6268
108,H,b'65.07',1771262573.71801
108,P,b'29.84',1771262573.719625
88,F,b'54.32',1771262608.999878
88,H,b'36.57',1771262609.034575
88,P,b'29.82',1771262609.036111
1,F,b'69.48',1771262701.819648
1,H,b'40.49',1771262701.857218
1,P,b'29.87',1771262701.859221
106,F,b'71.31',1771262757.523951
106,H,b'36.56',1771262757.62661
106,P,b'29.87',1771262757.628045
102,F,b'71.15',1771263281.753191
102,H,b'34.77',1771263281.787199
102,P,b'29.92',1771263281.788733
1,F,b'69.40',1771263301.827681
1,H,b'39.89',1771263301.868185
1,P,b'29.87',1771263301.870141
108,F,b'38.07',1771263310.50138
108,H,b'64.61',1771263310.538566
108,P,b'29.84',1771263310.540228
88,F,b'56.10',1771263355.756342
88,H,b'36.18',1771263355.791391
88,P,b'29.83',1771263355.792999
106,F,b'71.20',1771263516.167832
106,H,b'36.53',1771263516.212528
106,P,b'29.88',1771263516.21448
1,F,b'69.22',1771263901.835665
1,H,b'38.86',1771263901.870618
1,P,b'29.87',1771263901.872367
102,F,b'70.97',1771264027.858754
102,H,b'36.37',1771264027.892772
102,P,b'29.92',1771264027.894086
108,F,b'38.35',1771264047.364979
108,H,b'64.64',1771264047.439527
108,P,b'29.83',1771264047.441046
88,F,b'57.58',1771264102.919998
88,H,b'36.11',1771264103.013327
88,P,b'29.84',1771264103.014844
106,F,b'71.19',1771264274.998822
106,H,b'36.65',1771264275.074144
106,P,b'29.87',1771264275.075571
1,F,b'69.31',1771264501.849989
1,H,b'39.26',1771264501.901161
1,P,b'29.86',1771264501.903002
102,F,b'71.42',1771264774.099718
102,H,b'38.59',1771264774.134626
102,P,b'29.89',1771264774.136034
108,F,b'38.37',1771264784.274661
108,H,b'64.40',1771264784.310606
108,P,b'29.84',1771264784.312164
88,F,b'58.77',1771264849.850342
88,H,b'35.64',1771264849.88345
88,P,b'29.84',1771264849.884702
106,F,b'71.51',1771265033.797238
106,H,b'36.70',1771265033.836731
106,P,b'29.86',1771265033.838624
1,F,b'69.49',1771265101.853963
1,H,b'39.22',1771265101.950686
1,P,b'29.86',1771265101.952208
102,F,b'71.26',1771265520.257551
102,H,b'36.36',1771265520.295572
102,P,b'29.92',1771265520.297212
108,F,b'38.55',1771265521.277624
108,H,b'63.97',1771265521.313513
108,P,b'29.84',1771265521.315086
88,F,b'56.17',1771265596.058839
88,H,b'34.59',1771265596.160963
88,P,b'29.95',1771265596.162615
1,F,b'69.62',1771265701.865149
1,H,b'39.76',1771265701.916192
1,P,b'29.86',1771265701.918263
106,F,b'71.44',1771265792.481144
106,H,b'36.60',1771265792.513756
106,P,b'29.87',1771265792.515169
108,F,b'38.79',1771266258.393367
108,H,b'64.01',1771266258.427225
108,P,b'29.84',1771266258.428705
102,F,b'70.90',1771266266.356683
102,H,b'39.25',1771266266.444281
102,P,b'29.92',1771266266.445912
1,F,b'69.67',1771266301.877902
1,H,b'40.14',1771266301.914805
1,P,b'29.86',1771266301.916787
88,F,b'54.75',1771266342.217135
88,H,b'35.22',1771266342.258172
88,P,b'29.92',1771266342.259909
106,F,b'71.35',1771266551.117966
106,H,b'36.64',1771266551.151476
106,P,b'29.87',1771266551.152831
1,F,b'69.75',1771266901.882855
1,H,b'40.55',1771266901.918914
1,P,b'29.86',1771266901.920655
108,F,b'39.09',1771266995.546527
108,H,b'63.83',1771266995.581077
108,P,b'29.83',1771266995.582671
102,F,b'71.02',1771267012.44616
102,H,b'41.81',1771267012.483739
102,P,b'29.90',1771267012.48546
88,F,b'54.37',1771267088.267937
88,H,b'35.35',1771267088.308708
88,P,b'29.89',1771267088.310171
106,F,b'71.56',1771267309.859487
106,H,b'36.87',1771267309.894557
106,P,b'29.86',1771267309.896135
1,F,b'69.89',1771267501.889159
1,H,b'41.11',1771267501.925101
1,P,b'29.86',1771267501.926912
108,F,b'39.13',1771267732.663465
108,H,b'63.46',1771267732.697082
108,P,b'29.84',1771267732.698761
102,F,b'71.40',1771267758.584115
102,H,b'42.14',1771267758.623191
102,P,b'29.90',1771267758.624784
88,F,b'54.10',1771267834.285821
88,H,b'35.41',1771267834.318968
88,P,b'29.89',1771267834.320584
106,F,b'71.74',1771268068.511168
106,H,b'36.81',1771268068.548773
106,P,b'29.86',1771268068.550353
1,F,b'69.89',1771268101.902819
1,H,b'41.16',1771268101.936502
1,P,b'29.87',1771268101.938256
108,F,b'39.15',1771268469.980717
108,H,b'63.32',1771268470.066518
108,P,b'29.84',1771268470.068188
102,F,b'71.17',1771268504.656618
102,H,b'39.65',1771268504.691223
102,P,b'29.91',1771268504.692811
88,F,b'54.19',1771268580.604396
88,H,b'35.84',1771268580.650887
88,P,b'29.88',1771268580.652351
1,F,b'69.71',1771268701.964867
1,H,b'40.32',1771268702.003374
1,P,b'29.87',1771268702.005518
106,F,b'71.58',1771268827.136861
106,H,b'36.74',1771268827.244027
106,P,b'29.87',1771268827.245541
108,F,b'39.40',1771269207.460955
108,H,b'63.21',1771269207.498732
108,P,b'29.83',1771269207.500291
102,F,b'70.86',1771269250.881918
102,H,b'41.13',1771269250.917341
102,P,b'29.92',1771269250.919104
1,F,b'69.78',1771269301.978986
1,H,b'40.62',1771269302.08238
1,P,b'29.86',1771269302.084311
88,F,b'56.34',1771269327.552923
88,H,b'36.26',1771269327.587897
88,P,b'29.82',1771269327.589617
106,F,b'71.51',1771269585.764547
106,H,b'36.81',1771269585.798575
106,P,b'29.87',1771269585.799898
1,F,b'69.82',1771269901.981897
1,H,b'40.45',1771269902.01847
1,P,b'29.86',1771269902.020092
108,F,b'39.65',1771269944.957843
108,H,b'62.95',1771269944.993187
108,P,b'29.83',1771269944.994613
102,F,b'70.83',1771269997.193792
102,H,b'42.85',1771269997.228702
102,P,b'29.91',1771269997.23021
88,F,b'58.32',1771270075.053172
88,H,b'36.09',1771270075.088325
88,P,b'29.82',1771270075.089957
106,F,b'71.46',1771270344.396335
106,H,b'36.92',1771270344.432456
106,P,b'29.87',1771270344.434037
1,F,b'69.85',1771270501.991342
1,H,b'40.23',1771270502.085114
1,P,b'29.86',1771270502.087223
108,F,b'39.70',1771270682.442527
108,H,b'62.41',1771270682.480951
108,P,b'29.84',1771270682.482461
102,F,b'71.11',1771270743.448233
102,H,b'42.75',1771270743.487708
102,P,b'29.90',1771270743.489283
88,F,b'60.03',1771270822.921486
88,H,b'35.90',1771270822.955524
88,P,b'29.83',1771270822.956937
1,F,b'69.91',1771271102.002447
1,H,b'40.44',1771271102.043292
1,P,b'29.86',1771271102.044852
106,F,b'71.67',1771271103.017277
106,H,b'37.02',1771271103.051288
106,P,b'29.86',1771271103.053148
108,F,b'39.74',1771271419.916997
108,H,b'62.18',1771271419.951949
108,P,b'29.83',1771271419.953424
102,F,b'71.20',1771271489.593641
102,H,b'40.90',1771271489.632168
102,P,b'29.90',1771271489.633901
88,F,b'61.59',1771271571.247813
88,H,b'35.71',1771271571.28477
88,P,b'29.83',1771271571.286022
1,F,b'69.89',1771271702.010474
1,H,b'40.40',1771271702.045929
1,P,b'29.86',1771271702.04788
106,F,b'71.69',1771271861.691889
106,H,b'36.98',1771271861.732465
106,P,b'29.86',1771271861.734039
108,F,b'39.94',1771272157.437631
108,H,b'62.28',1771272157.514158
108,P,b'29.83',1771272157.515762
102,F,b'71.11',1771272235.752479
102,H,b'40.23',1771272235.786531
102,P,b'29.91',1771272235.788007
1,F,b'69.89',1771272302.072655
1,H,b'40.31',1771272302.120946
1,P,b'29.86',1771272302.122584
88,F,b'61.99',1771272319.516098
88,H,b'34.97',1771272319.550425
88,P,b'29.86',1771272319.551757
106,F,b'71.60',1771272620.398004
106,H,b'36.96',1771272620.493735
106,P,b'29.87',1771272620.495289
108,F,b'39.74',1771272894.672567
108,H,b'61.90',1771272894.712021
108,P,b'29.85',1771272894.71349
1,F,b'69.89',1771272902.030915
1,H,b'40.18',1771272902.068007
1,P,b'29.87',1771272902.070186
102,F,b'71.01',1771272981.857707
102,H,b'39.84',1771272981.896806
102,P,b'29.91',1771272981.898257
88,F,b'61.74',1771273067.895728
88,H,b'35.36',1771273067.935318
88,P,b'29.89',1771273067.936849
106,F,b'71.51',1771273379.020926
106,H,b'36.97',1771273379.05591
106,P,b'29.88',1771273379.057538
1,F,b'69.87',1771273502.063988
1,H,b'40.06',1771273502.156024
1,P,b'29.87',1771273502.157824
108,F,b'39.96',1771273632.188389
108,H,b'61.93',1771273632.221918
108,P,b'29.84',1771273632.223444
102,F,b'70.88',1771273727.97712
102,H,b'39.39',1771273728.012026
102,P,b'29.92',1771273728.013586
88,F,b'62.51',1771273816.185362
88,H,b'34.98',1771273816.219921
88,P,b'29.86',1771273816.221397
1,F,b'69.64',1771274102.070969
1,H,b'39.46',1771274102.107976
1,P,b'29.87',1771274102.109996
106,F,b'71.38',1771274137.563152
106,H,b'36.98',1771274137.598097
106,P,b'29.87',1771274137.599685
108,F,b'40.23',1771274369.716502
108,H,b'61.70',1771274369.76396
108,P,b'29.84',1771274369.76559
102,F,b'70.72',1771274474.230127
102,H,b'39.14',1771274474.267017
102,P,b'29.92',1771274474.268447
88,F,b'62.24',1771274564.616795
88,H,b'35.25',1771274564.649815
88,P,b'29.89',1771274564.651199
1,F,b'69.55',1771274702.094782
1,H,b'39.63',1771274702.196103
1,P,b'29.87',1771274702.197894
106,F,b'71.44',1771274896.268918
106,H,b'37.12',1771274896.367605
106,P,b'29.88',1771274896.369058
108,F,b'40.08',1771275107.341629
108,H,b'61.23',1771275107.375113
108,P,b'29.85',1771275107.376494
102,F,b'71.13',1771275220.549262
102,H,b'41.65',1771275220.586725
102,P,b'29.90',1771275220.58831
1,F,b'69.76',1771275302.162997
1,H,b'39.74',1771275302.200452
1,P,b'29.86',1771275302.202355
88,F,b'62.53',1771275312.849833
88,H,b'34.82',1771275312.883794
88,P,b'29.88',1771275312.885296
106,F,b'71.69',1771275654.895218
106,H,b'37.11',1771275654.943139
106,P,b'29.86',1771275654.944953
108,F,b'40.35',1771275844.793018
108,H,b'61.36',1771275844.82845
108,P,b'29.83',1771275844.82986
1,F,b'69.84',1771275902.099362
1,H,b'39.70',1771275902.135829
1,P,b'29.86',1771275902.137654
102,F,b'71.15',1771275966.810297
102,H,b'42.49',1771275966.845837
102,P,b'29.91',1771275966.847629
88,F,b'62.60',1771276061.298783
88,H,b'35.28',1771276061.333824
88,P,b'29.88',1771276061.335487
106,F,b'71.67',1771276413.563553
106,H,b'37.06',1771276413.614087
106,P,b'29.87',1771276413.615664
1,F,b'69.96',1771276502.110628
1,H,b'39.59',1771276502.152195
1,P,b'29.86',1771276502.153815
108,F,b'40.46',1771276582.390015
108,H,b'61.14',1771276582.42457
108,P,b'29.84',1771276582.426
102,F,b'70.99',1771276712.95156
102,H,b'41.36',1771276712.985539
102,P,b'29.91',1771276712.987441
88,F,b'62.60',1771276809.694949
88,H,b'34.72',1771276809.73051
88,P,b'29.88',1771276809.732019
1,F,b'69.91',1771277102.121179
1,H,b'39.51',1771277102.166788
1,P,b'29.87',1771277102.168509
106,F,b'71.58',1771277172.11666
106,H,b'37.11',1771277172.172772
106,P,b'29.87',1771277172.174526
108,F,b'40.41',1771277319.82422
108,H,b'61.01',1771277319.859221
108,P,b'29.85',1771277319.860611
102,F,b'70.88',1771277459.021967
102,H,b'38.29',1771277459.05608
102,P,b'29.92',1771277459.057614
88,F,b'62.83',1771277558.271282
88,H,b'35.17',1771277558.305706
88,P,b'29.88',1771277558.30715
1,F,b'70.07',1771277702.198877
1,H,b'39.61',1771277702.241308
1,P,b'29.87',1771277702.243043
106,F,b'71.51',1771277930.661373
106,H,b'37.14',1771277930.7125
106,P,b'29.88',1771277930.714132
108,F,b'40.33',1771278057.362744
108,H,b'60.90',1771278057.437293
108,P,b'29.85',1771278057.439096
102,F,b'70.79',1771278205.167085
102,H,b'39.83',1771278205.201785
102,P,b'29.92',1771278205.20326
1,F,b'70.07',1771278302.141824
1,H,b'39.25',1771278302.181864
1,P,b'29.88',1771278302.183535
88,F,b'62.33',1771278306.681322
88,H,b'34.70',1771278306.719328
88,P,b'29.90',1771278306.720641
106,F,b'71.42',1771278689.15598
106,H,b'37.15',1771278689.194015
106,P,b'29.88',1771278689.195697
108,F,b'40.23',1771278794.766375
108,H,b'60.78',1771278794.816447
108,P,b'29.86',1771278794.818146
1,F,b'69.96',1771278902.149913
1,H,b'39.26',1771278902.228478
1,P,b'29.88',1771278902.230071
102,F,b'70.61',1771278951.286008
102,H,b'39.09',1771278951.323252
102,P,b'29.93',1771278951.324838
88,F,b'63.00',1771279055.226332
88,H,b'35.06',1771279055.316999
88,P,b'29.87',1771279055.318486
106,F,b'71.37',1771279447.895866
106,H,b'37.21',1771279447.934314
106,P,b'29.89',1771279447.936069
1,F,b'70.12',1771279502.155855
1,H,b'39.39',1771279502.19793
1,P,b'29.88',1771279502.199482
108,F,b'40.15',1771279532.162192
108,H,b'60.73',1771279532.196114
108,P,b'29.86',1771279532.197531
102,F,b'70.92',1771279697.456946
